countyName,cityName,HotelName,HotelRating,Address,HotelFacilities,DescriptionVector
Albania,Albanien,Dyrrah,FourStar,Plazhi Lliria Durrës ,contactless check-in/check-out cashless payment available physical distancing rules followed mobile app for room service invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered thermometers for guests provided by property Parking Restaurant Room service meeting/banquet facilities Bar 24-hour front desk Garden Terrace Non-smoking rooms Airport shuttle Business centre Facilities for disabled guests Free parking internet services lift express check-in/check-out Safety Deposit Box Soundproof rooms Car hire Tour desk Heating Fax/photocopying Luggage storage wifi Key card access Security alarm Smoke alarms CCTV in common areas CCTV outside property Fire extinguishers Swimming pool use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available Outdoor pool Free WiFi Air conditioning designated smoking area Snack Bar Sun terrace outdoor pool (seasonal) Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) airport shuttle (additional charge) Lockers shared lounge/TV area minimarket on site Evening entertainment Adult only Daily housekeeping parking on site Private parking wifi available in all areas Public Bath Kid meals Kid-friendly buffet Accessible parking Wheelchair accessible Pool with view Pool Bar Wine/champagne airport pick up airport drop off sun loungers or beach chairs Sun umbrellas Outdoor furniture kids' pool Swimming pool Shuttle service 24-hour security Key access,"[-0.22632542749118664, -0.08016153429517833, -0.11306114277541267, 0.058188232267525807, -0.3139634803997091, 0.11398416830636691, -0.2545149255910058, 0.05032472372517482, -0.11556427156062414, -0.02752573828224615, 0.1100637474522292, 0.134324535432791, 0.008878937555045931, 0.18832862994556823, -0.04028282029938424, 0.04196557269829905, 0.1139361526260582, -0.09085218569137118, -0.07092711329837517, -0.05932067005698467, 0.03473295654440073, -0.04905577827470065, -0.15163405367076346, -0.03393265664171483, 0.06646089041670175, -0.022964213849524316, -0.11384926541980714, -0.05777424028664692, 0.11661317720485827, 0.10320190444533278, 0.032054242385167776, -0.1079990769564324, -0.07775017890782403, 0.002607023270555652, 0.12414338049733241, 0.1706553624366648, 0.0493145024184498, -0.013153219206014718, 0.14004644632638424, -0.047807018630016, -0.0426550780109214, -0.12201222816946013, -0.17506445711758406, 0.020713747718950588, 0.001842028728171408, -0.1948824876565943, -0.048705276576308285, -0.05307230824605174, -0.11180495369525743, -0.06736086060062195]"
Albania,Albanien,Castle Park,ThreeStar,Drobonik 1 Km from Quarter Goricë5000 Berat ,water sport facilities on site airport shuttle (additional charge) Evening entertainment parking on site Private parking wifi available in all areas kids' outdoor play equipment Kid meals Kid-friendly buffet secured parking Street parking Accessible parking Wine/champagne Fruits airport pick up airport drop off Pet bowls Picnic area Yoga classes Parking Restaurant Pets allowed Room service meeting/banquet facilities Bar 24-hour front desk Garden Terrace Non-smoking rooms Airport shuttle Laundry Skiing Family rooms breakfast in the room Ironing service Free parking internet services Safety Deposit Box Valet parking Currency exchange Canoeing Hiking BBQ facilities Packed lunches Cycling Tour desk Heating Fax/photocopying Horse riding Snorkelling wifi Ski storage Free WiFi Air conditioning designated smoking area Entertainment staff Private check-in/check-out shuttle service (additional charge) ski equipment hire on site Special diet menus (on request) Personal trainer Shuttle service Walking tours Tour or class about local culture Cooking class Live music/performance 24-hour security Key access Key card access Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available cashless payment available physical distancing rules followed property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay,"[-0.07504539856141314, 0.3641210843468339, 0.4106535492163987, -0.12924645271982527, -0.022766553452121228, -0.01886764817399704, 0.046144027284144684, -0.12701256433086522, 0.00453915895770324, -0.10273304067190855, -0.03229420523151505, 0.06666436387417422, -0.04198845143603414, 0.028361342093403956, 0.09252633517611675, -0.07102827640358933, -0.03980622870860486, 0.09285087291791715, -0.0011593640883834934, 0.013980973401712568, -0.0036544508606233305, -0.016046714290146872, -0.02747753509769521, 0.05207158851851542, 0.015855755282008183, -0.023979908516449516, -0.05882649729383433, -0.0165504289511787, 0.0965857557655438, -0.03890989704150422, 0.0904387067026196, -0.06832385575245208, 0.041868107560042146, -0.07898741397457683, -0.09041120243098137, 0.05527955880398483, 0.008897226749488212, -0.013580623233726014, -0.03166082822293363, 0.06841995479362545, -0.026145510182600397, -0.04532999861513315, -0.018759485994160864, -0.029140274163223175, -0.013019219358716414, -0.003393115793718286, -0.06666412534405076, -0.007277970998423529, 0.011556803720000371, -0.03094152987871156]"
Albania,Albanien,Dolce Vita,FourStar,"1 KM FROM SHKEMBI I KAVAJES, 0 DURRES ",Hotel MasterCard Visa Visa Electrón Bathroom Shower Hairdryer Direct dial telephone TV Minibar Fridge Mini fridge Centrally regulated air conditioning Individually adjustable air conditioning Central heating Safe Balcony Room service Laundry service Launderette Medical service Air conditioning in public areas Hotel safe Currency exchange facilities Lift access Newspaper stand Garden Bicycle storage Café Bar Restaurant Non-smoking area Poolside snack bar Air conditioning in Restaurant Conference room Sun loungers Parasols Children playground TV lounge Nightclub Breakfast buffet Continental Breakfast Set menu lunch Set menu dinner Identification card at arrival Jet ski Pedal boating Volleyball,"[-0.15527522943916133, -0.09988516353141391, -0.0543578652433577, 0.01721430933874162, 0.10234710360291836, -0.16613941854153266, -0.2220958351425723, -0.17365948899233863, -0.020362801740302493, -0.24229692902513844, 0.03326682233560649, -0.08160523343059906, 0.0722592093985942, 0.012937726253941906, -0.032435143193768216, -0.10850221439616052, 0.04784262676606302, 0.00854770454638517, 0.032987178568992435, -0.05057209802389617, -0.16038556215471156, -0.008637886154762409, -0.06944759274891663, -0.04820839539424765, -0.029436627429101074, 0.1612364411001895, -0.18491056272733378, -0.08686224213028919, 0.0351067864289209, -0.027641897707735303, -0.04443113471231661, 0.1466244426807057, -0.08287532773817562, -0.01793563634197023, 0.10660833915073366, -0.022123325599460737, 0.09461412103141417, 0.0101808568026153, -0.11456772035969279, -0.033816330933563586, 0.1614766417768303, 0.2297268310930857, -0.07282082905967055, -0.05111934604496066, 0.11818148506631519, -0.16224179851324388, -0.21240412493849747, 0.23910747992442133, -0.020123981294034397, 0.008789203638345702]"
Albania,Albanien,California,ThreeStar,Mihal Duri 2 1 Tirane Tirana ,Year of construction : 1994 Single rooms : 5 Double rooms : 20 NO Connecting rooms Hotel MasterCard Visa Living room Bathroom Shower Hairdryer Internet access TV Minibar Mini fridge Carpeted floors Individually adjustable air conditioning   Individually adjustable heating Balcony NO Small pets allowed (under 5 kg) NO Large pets allowed (over 5 kg) NO Wheelchair-accessible NO Car park NO Garage 24-hour reception Mobile phone coverage Wired Internet Wi-fi Room service Laundry service Medical service Air conditioning in public areas   Hotel safe Currency exchange facilities Cloakroom Lift access Café Bar Restaurant Non-smoking area Smoking area Air conditioning in Restaurant   Conference room Breakfast   Continental breakfast   À la carte lunch Set menu lunch À la carte dinner Special dietary options,"[-0.09253300613143359, -0.2867203288981047, 0.16720842230820612, -0.045323523613292914, -0.07937893955716595, 0.0024171916357765178, 0.01999984620876714, 0.10330436293072405, 0.09682977078241192, 0.02161390652913636, 0.0011296052712216197, 0.016981366396496864, 0.009964423714484675, -0.0011698129527961236, 0.017658442661517403, 0.008536592262823613, -0.013165568157799536, -0.005755513918475032, 0.014033287467969615, 0.01097679071406918, -0.0008138490079420967, -0.009276582819404394, 0.019050014961742516, 0.047426310600700766, 0.010029583886918375, 0.006171295438778685, -0.007492620445671818, 0.0035159705516208677, -0.010137909924681622, -0.03279754753068655, 0.001678362991489616, -0.007941667292675293, 0.03309134609261124, -0.015248555974098743, 0.008177185901730987, -0.008653687871251278, 0.011744066002930322, 0.02029988858518461, -0.033357452550884445, 0.01922786567384825, 0.016974659713662847, -0.02814472302677251, -0.011276378663546914, 0.04861897273102741, -0.02040702482201333, 0.012943107516520606, -0.0316248096308924, -0.01432998046726791, 0.011596922589859216, 0.009416468781896774]"
Albania,Albanien,Hotel Villa Tafaj,ThreeStar,Rruga Mine Peza Nr.86 Tirane ,Restaurant meeting/banquet facilities Bar 24-hour front desk Garden Terrace Non-smoking rooms Laundry Family rooms Ironing service internet services express check-in/check-out Currency exchange Packed lunches Heating Fax/photocopying Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning Private check-in/check-out Special diet menus (on request) Trouser press shared lounge/TV area Daily housekeeping wifi available in all areas secured parking Wine/champagne coffee house on site Outdoor furniture use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas first aid kit available contactless check-in/check-out cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered,"[-0.08229773214667772, 0.2515215818980638, 0.0165442503929221, 0.14234491422770393, 0.1270695417299292, 0.0768449365661888, -0.09688392145383835, -0.01310006292296613, -0.08225879894513047, 0.14243020845054488, 0.0700269202729417, -0.1663596831133231, 0.06664844749478842, 0.006404404304329001, 0.04459107146088175, 0.015168644578628654, -0.03802109679631028, 0.046130492551682216, -0.03642026846274783, -0.10188330692979773, 0.11597524068096561, 0.07894774750175525, 0.09320538147656406, 0.030802679460618845, -0.03550341669845583, -0.030229143168231148, -0.12123333694754207, -0.06840473090456266, 0.03873663751815083, 0.05004981470539383, -0.019937446808404837, -0.08903797241673407, 0.06385728975335347, -0.012586479672756768, -0.05415532714917324, -0.010601992594602568, -0.01951811188136272, -0.07880092747482385, 0.004743145907604888, -0.019464760093801544, -0.011979063044767646, -0.028336119455421128, 0.08033301365646159, -0.031167077067762086, -0.08903671024007422, 0.02403833354972567, -0.032547950083209314, -0.013631454257876385, 0.05109170414123996, -0.12590595989592557]"
Albania,Albanien,Aragosta Hotel & Restaurant,ThreeStar,Lagjia 1 Rruga Taulantia Currila 2000 Durres ,,"[0.5574215563401792, -0.03419361446277862, 0.019986426711864035, -0.11177935105212262, -0.17454342263866568, -0.026502550023413375, -0.06137309963566662, 0.1511464182482286, 0.07562368898724856, 0.029104976182807028, -0.02931139347486788, 0.048850385215125205, -0.006212985101576262, -0.05882314240060351, 0.0557212958809022, -0.05159850728187338, -0.0042740744765404765, 0.03917209658544552, -0.13328571174497952, -0.054029063217751264, 0.12452517502069024, -0.055479569167562144, -0.11595442519489549, -0.04051746370794807, -0.049030219358530074, 0.04696113031055425, 0.0017497802177487165, 0.03310907013395987, -0.027908065052372363, 0.07320368023634115, 0.04818343504502767, -0.03898526098828575, 0.1135710014317657, 0.06287711296333072, 0.017888166756858923, -0.042199979565272674, 0.00949840951869512, 0.017691866702074854, -0.20218874849335797, -0.039658572399186034, -0.023791999699726885, 0.06180423804077296, -0.03277103060565303, -0.00697948453365819, 0.05398178899744992, 0.0699729923469955, 0.038044086079555145, -0.10062471876752443, 0.008428680977000265, -0.003978686837943863]"
Albania,Albanien,Iliria Internacional Hotel,ThreeStar,"Irilia Plazh Lagja 13, Plazhi Iliria Plazhi IliriaIliria beachDurrës ",Smoke-free property Number of coffee shops/cafes - 1 Safe-deposit box at front desk On private beach Terrace Luggage storage Free Buffet Breakfast Concierge services Snack bar/deli Wheelchair accessible (may have limitations) Accessible bathroom (in select rooms) Wheelchair accessible parking Wheelchair-accessible path to elevator Wheelchair-accessible registration desk Library Daily elevator Number of bars/lounges - 1 24-hour front desk Beach umbrellas Free breakfast Uncovered parking Tours/ticket assistance Free self parking Free WiFi,"[0.5948164394118534, 0.026220829477339634, -0.02074480863736942, -0.009325902947336063, -0.018598100251729553, 0.04408023370978814, -0.03555585327997837, 0.0663232581607688, 0.03422738694216266, -0.025518672770775894, -0.03555889020322889, 0.026021803235465223, 0.020084461610718113, -0.04028995172658328, -0.05019033637683969, -0.010581855161274672, -0.07659442662951114, -0.08735080430105718, -0.06498753157634038, 0.008786727334703329, 0.03660181105319721, -0.024772713000428017, -0.02032299231173302, -0.03066161283840877, -0.06452072437937002, 0.08886024877290806, -0.028533742640386054, 0.0033484813208709665, 0.003425818166942767, 0.03850375584479362, 0.048423411082088, -0.02174530099320673, 0.028863975152216458, 0.04092932814408974, -0.018097354627869645, 0.018433901115610718, -0.0015806138601123525, -0.013926971973208753, -0.04979679993957042, -0.014270439918959826, -0.07131804981511715, 0.04185801965850238, -0.05505049146839805, -0.014044634243258346, 0.042354551310295516, 0.033387688163992874, 0.027036418821264386, -0.00476273114618667, -0.005612282043765197, -0.022197828214447022]"
Albania,Albanien,Hotel Oaz,FourStar,"Rruga Durres Kavaje Secondary Road Km 11 Secondary Road, 11 kmTirana2504 Golem ",internet services express check-in/check-out Safety Deposit Box Currency exchange children's playground Darts BBQ facilities Packed lunches Tour desk Heating Fax/photocopying Luggage storage wifi Outdoor pool Free WiFi Air conditioning designated smoking area Private beach area Snack Bar Parking Restaurant Pets allowed Room service meeting/banquet facilities Bar 24-hour front desk Terrace Non-smoking rooms Airport shuttle Fishing Business centre Family rooms breakfast in the room Free parking face masks for guests available Fire extinguishers Swimming pool use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays guest accommodation sealed after cleaning physical distancing in dining areas food can be delivered to guest accommodation staff follow all safety protocols as directed by local authorities shared stationery such as printed menus  magazines  pens  and paper removed hand sanitizer in guest accommodation and key areas process in place to check health of guests first aid kit available cashless payment available physical distancing rules followed screens or physical barriers placed between staff and guests in appropriate areas invoice provided property is cleaned by professional cleaning companies all plates  cutlery  glasses and other tableware have been sanitized guests have the option to cancel any cleaning services for their accommodation during their stay breakfast takeaway containers delivered food is securely covered thermometers for guests provided by property outdoor pool (seasonal) concierge service Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) airport shuttle (additional charge) shared lounge/TV area Beachfront Evening entertainment Daily housekeeping parking on site Private parking kids' outdoor play equipment Kid meals Kid-friendly buffet Parking garage Wine/champagne Fruits airport pick up airport drop off coffee house on site sun loungers or beach chairs Sun umbrellas Swimming pool Beach Shuttle service Live sport events (broadcast) 24-hour security Key access Security alarm Smoke alarms CCTV in common areas CCTV outside property,"[-0.17749401373456392, 0.0011673871937628074, -0.08081422216593898, -0.11009069340884668, -0.040158491329620426, -0.06378089835442625, -0.11816221285558595, 0.04069448974619648, -0.023826120218229975, -0.04513403157927756, 0.1296346772747211, 0.20150215438376395, -0.24106775432480307, -0.00019612905642862224, 0.03178564809335154, -0.028073514595934723, -0.051329081959617544, 0.19950190058170994, -0.007150150567343186, 0.017506902128874315, 0.011558765169004122, -0.18727075836654516, -0.16868202217465042, -0.029952411437670474, 0.04042712793734418, 0.040107497911214866, 0.14021753781341273, 0.10239142034698677, -0.14158785695921147, -0.021189794899435174, -0.1409035064520621, -0.01581061706565356, -0.017434715361600957, 0.3509179710236161, -0.07142348948259701, 0.17304811634633313, 0.07179272661244665, -0.07559472214842587, 0.09361707824287405, -0.03673247662806014, 0.046664144610808395, -0.04009960838517203, 0.01994736247542302, -0.08198517153132256, -0.06605958490014437, -0.07717844225432748, 0.015751229574240386, 0.04000847466734845, 0.252597707469716, -0.15171821214255693]"
Albania,Albanien,Sky Tower Hotel,FourStar,Deshmoret E 4 Shkurtit Nr. 5 1 1 Sky TowerTirana ,Smoke alarms Fire extinguishers Fruits airport pick up airport drop off coffee house on site Shuttle service 24-hour security Key card access Security alarm Parking Restaurant Room service meeting/banquet facilities Bar 24-hour front desk Terrace Non-smoking rooms Airport shuttle Business centre Laundry dry cleaning Family rooms breakfast in the room Ironing service Free parking internet services lift express check-in/check-out Safety Deposit Box Currency exchange Massage Karaoke Heating Fax/photocopying Luggage storage wifi Free WiFi Non-smoking throughout Air conditioning ATM/cash machine on site Sun terrace concierge service Entertainment staff nightclub/dj Private check-in/check-out shuttle service (additional charge) Special diet menus (on request) airport shuttle (additional charge) Lockers shared lounge/TV area Evening entertainment Daily housekeeping parking on site Private parking wifi available in all areas secured parking Parking garage Accessible parking Wine/champagne,"[-0.15796795952932266, -0.14946990582960057, -0.13931790244014583, 0.024962767741318552, -0.08372044224132323, 0.0673235124136153, 0.10628699803923404, -0.15497678006980814, 0.2365349052382097, 0.11794006853519162, -0.2812995279774682, -0.07036132850029093, 0.014566355109632799, 0.05751394809215208, 0.1139225256976483, -0.23520674540299663, 0.01867369778900594, -0.09480222801296692, -0.11541049436868901, 0.007244213854254398, 0.12591502330514556, 0.03271915059672874, 0.23813057083469372, -0.1518604543373688, 0.04739741274425504, -0.04487630189126806, -0.21426334622726687, 0.2273088751444773, -0.11128667890865444, -0.1513571983499157, -0.10052746238668843, -0.08957203388953075, 0.05463982434025506, -0.08164975895397446, 0.18322057215691398, -0.0230082668422165, 0.04520212832081634, -0.02487732556737204, 0.13646480080713047, -0.09302539412414085, 0.1011409944087105, 0.023622773062463832, 0.03356724765110631, -0.13507664198824845, 0.10970588644489514, -0.08926281329874632, 0.006887316113826819, -0.04973206652578235, 0.01822973090915653, -0.12125404302954056]"
Albania,Albanien,Diplomat Hotel & Spa,FourStar,Blv. Bajram Curri nd 36 h1 Tirana ,Playground on site Spa services on site Turkish bath/Hammam Safe-deposit box at front desk Snack bar/deli Laundry facilities Dry cleaning/laundry service Newspapers in lobby (surcharge) Meeting rooms Free wired Internet WiFi (surcharge) Number of bars/lounges - 1 Arcade/game room In-room accessibility (in select rooms) Wheelchair accessible parking Parking onsite Internet access - wireless Full-service spa Tours/ticket assistance Luggage storage 24-hour front desk Breakfast available (surcharge) Sauna Steam room elevator Free self parking,"[0.5996598194778557, -0.061965188442633816, -0.0830019685000573, -0.03502090277393924, -0.044576149878594075, 0.06316304071992919, 0.008429634076138802, -0.0554794357958063, 0.060551705921551395, -0.005507314136662467, 0.02093399732820337, 0.0036322690092997533, -0.00339081143101894, -0.01037846048016769, 0.06544225505313496, -0.0521301091916546, 0.04942961344909388, 0.05209569130389744, 0.03483484914494098, -0.02665696329561344, -0.015580501244040607, 0.04060091849966212, -0.03383866530012591, -0.013543763557288016, 0.02106323108153154, -0.06837753537818679, 0.03727391301897956, 0.0038543031180927716, 0.001100730742506611, 0.019936321498617553, 0.03485556631039779, -0.005866296940995629, 0.004026467567788424, -0.049725183264768213, -0.04566251528209357, -0.017162514367890007, -0.018856118449697156, 0.025893456224381845, -0.011706144949908126, 0.013255303160851438, 0.03289308945046576, 0.03007781767382055, -0.021739763106066647, -0.03512801785291166, -0.11124377449383528, -0.012703670943832582, 0.045520034831539796, 0.02027290594906136, 0.018060522257868934, 0.03532319855855432]"
Albania,Albanien,Kruja Hotel,ThreeStar,Mine Peza Str. 1010 Tirana ,Barbecue grill(s) Number of bars/lounges - 1 24-hour front desk Meeting rooms Tours/ticket assistance Free self parking Dry cleaning/laundry service Free WiFi Computer station Safe-deposit box at front desk Free long-term parking Terrace Luggage storage Free RV  bus  truck parking Designated smoking areas Shared refrigerator Laundry facilities Accessible bathroom Airport transportation (surcharge) Garden Multilingual staff Fireplace in lobby Free newspapers in lobby,"[0.5887454144013633, 0.03924667606282119, 0.009748781584592917, -0.01438599632872425, 0.0055796327167668925, -0.044234064897462975, -0.0122087623466684, 0.023590837878292942, 0.006530986082703168, -0.005243893427372696, -0.005053644417464699, 0.012209160146787522, -0.0025903932833399646, -0.010359789798687217, -0.04901673932675404, 0.02961507543327191, -0.057823824620307676, -0.07428412667279587, -0.053712446683981535, 0.018133845325000675, 0.020355131903284744, -0.012141178809439475, 0.0022184742122455556, -0.007317728547181233, -0.054161224906564116, 0.06553653589683688, -0.057754656828828944, -0.016026110267837727, -0.04118546107209943, 0.0027684187605720475, 0.009119958340293997, 0.010974013763029923, 0.014721064210629601, 0.01874668622745056, -0.020499520093269302, 0.043363546500982605, -0.01698691589781509, -0.02031538761981146, -0.020693192631462135, 0.005301594088968007, -0.02052852902468563, 0.027235226387346743, -0.015593632030618839, 0.007254091693240929, -0.018619399342486534, 0.0006104416706778375, 0.018020243487248535, -0.020800142710667102, 0.0034477924285444043, -0.006305190835753399]"
Albania,Albanien,Stela,ThreeStar,Str. Dibra Tirane TIRANE ,Breakfast buffet Air conditioning in Restaurant Smoking area Restaurant Bar Café Currency exchange facilities Hotel safe Air conditioning in public areas Laundry service Room service Safe Individually adjustable air conditioning Minibar TV Hairdryer Shower Bathroom Visa MasterCard Hotel Set menu dinner Set menu lunch Continental Breakfast,"[-0.12136466758478959, -0.25442735774987796, 0.11809875023335636, -0.05447182048021435, 0.17100849028032952, 0.03188986428254417, -0.0759501692617703, -0.06019035392654992, 0.24771524845324072, 0.03732813292751879, -0.03798027836458266, -0.08050311255762982, -0.05121291975572605, -0.04906533938575397, 0.34746168188260057, 0.034604468612588875, 0.25224975438613334, -0.3093278003107102, 0.2630871493512566, 0.028313857018189215, 0.20463040662964843, -0.011464695059098005, -0.2360812500488965, 0.3070335218222324, -0.19415189610200081, 0.058464651959481216, 0.07404746004710995, -0.11576856733909097, -0.08354787270058625, 0.052447772212246176, -0.14681805161775627, 0.026134188140379662, -0.12278511166792946, -0.05486567158716401, 0.03253731803298023, 0.04433241839220621, 0.061133034751675516, -0.03741700585762999, -0.011957291611180466, 0.1079890941931109, -0.13351164921917089, -0.02199356278987593, 0.10210847181336953, 0.030354027093915336, 0.03437262329772579, -0.014832471928978309, 0.046684262068758364, 0.05081794652307274, -0.026858269238254573, -0.07729300928633653]"
Albania,Albanien,Hotel Haxhu,TwoStar,Rr. Qemal Stafa Nr 391 Tirana ,,"[-0.09253300613143359, -0.2867203288981047, 0.16720842230820612, -0.045323523613292914, -0.07937893955716595, 0.0024171916357765178, 0.01999984620876714, 0.10330436293072405, 0.09682977078241192, 0.02161390652913636, 0.0011296052712216197, 0.016981366396496864, 0.009964423714484675, -0.0011698129527961236, 0.017658442661517403, 0.008536592262823613, -0.013165568157799536, -0.005755513918475032, 0.014033287467969615, 0.01097679071406918, -0.0008138490079420967, -0.009276582819404394, 0.019050014961742516, 0.047426310600700766, 0.010029583886918375, 0.006171295438778685, -0.007492620445671818, 0.0035159705516208677, -0.010137909924681622, -0.03279754753068655, 0.001678362991489616, -0.007941667292675293, 0.03309134609261124, -0.015248555974098743, 0.008177185901730987, -0.008653687871251278, 0.011744066002930322, 0.02029988858518461, -0.033357452550884445, 0.01922786567384825, 0.016974659713662847, -0.02814472302677251, -0.011276378663546914, 0.04861897273102741, -0.02040702482201333, 0.012943107516520606, -0.0316248096308924, -0.01432998046726791, 0.011596922589859216, 0.009416468781896774]"
Albania,Albanien,Berati Hotel,ThreeStar,Rr. Veli Zaloshnja Berat ,Fire extinguishers use of cleaning chemicals that are effective against coronavirus linens  towels and laundry washed in accordance with local authority guidelines guest accommodation is disinfected between stays Smoke alarms Security alarm Key access 24-hour security Tour or class about local culture Pub crawls Outdoor furniture coffee house on site Fruits Wine/champagne Accessible parking Street parking secured parking Kid-friendly buffet Kid meals parking on site grocery deliveries Daily housekeeping minimarket on site shared lounge/TV area Lockers Special diet menus (on request) Private check-in/check-out Sun terrace Snack Bar ATM/cash machine on site designated smoking area Non-smoking throughout Free WiFi wifi Luggage storage Fax/photocopying Heating Packed lunches Currency exchange Safety Deposit Box express check-in/check-out internet services Free parking Ironing service breakfast in the room Family rooms Barber/beauty shop dry cleaning Laundry Non-smoking rooms Terrace Air conditioning 24-hour front desk Bar meeting/banquet facilities Room service Parking face masks for guests available thermometers for guests provided by property delivered food is securely covered breakfast takeaway containers guests have the option to cancel any cleaning services for their accommodation during their stay all plates  cutlery  glasses and other tableware have been sanitized property is cleaned by professional cleaning companies invoice provided screens or physical barriers placed between staff and guests in appropriate areas mobile app for room service physical distancing rules followed cashless payment available first aid kit available process in place to check health of guests hand sanitizer in guest accommodation and key areas shared stationery such as printed menus  magazines  pens  and paper removed staff follow all safety protocols as directed by local authorities food can be delivered to guest accommodation physical distancing in dining areas guest accommodation sealed after cleaning,"[-0.21996971631332438, 0.16994222394400754, -0.060719532818114194, -0.23378022727779166, -0.06301678431267405, -0.053866359899803394, 0.09226698328715814, 0.061586969727773055, -0.02709962670524922, -0.18248506643509296, -0.08394900742932972, 0.10136397391808442, 0.03410945592701485, -0.12344474096828432, 0.10380175623469456, 0.0004380978602535821, -0.06292972692156627, 0.09052738448953483, -0.055084247601786464, 0.07447809635159065, -0.00980075822166757, -0.043445961344639704, 0.006856871536953117, 0.18568761790475538, 0.006474697578736679, -0.13742776846815966, -0.16102113033378843, -0.03487505776226503, 0.17460102803554442, -0.038426215419316984, -0.11422659996626451, 0.12967554817886257, 0.1482881783774271, -0.07598647515922098, 0.017128021615040536, -0.039364488236010055, 0.034504577185079974, -0.08259188595405188, 0.02364818535081746, -0.09232075346554729, -0.07503726460773928, -0.06422698651486777, 0.07351413465116954, -0.032524244976351674, -0.16804154432436091, 0.1716086211363724, -0.08759100010907435, -0.09707970933683803, -0.11109897486200326, -0.06729838937236217]"
Albania,Albanien,Hotel Fieri,ThreeStar,Sheshi Nene Tereza Ne Qender Te Fierit.  ,Free Buffet Breakfast ATM/banking Terrace Free self parking Laundry facilities Number of coffee shops/cafes - 1 Snack bar/deli Wheelchair accessible parking In-room accessibility (in select rooms) Smoke-free property Safe-deposit box at front desk Number of bars/lounges - 1 Playground on site Free WiFi Free wired Internet 24-hour front desk Meeting rooms Business center Free breakfast Luggage storage Dry cleaning/laundry service,"[0.5719997102873307, -0.04304545551827309, -0.08200610501625072, -0.029474179223856055, -0.020582180631616945, 0.06248789403027281, -0.017731145649267747, 0.029056885009391274, 0.028089992784225488, -0.016781358651567102, -0.013077611636512257, 0.0034918363869815166, 0.00758768165732427, -0.0178613180585295, 0.06654428331280275, -0.013863906855531112, 0.027393207160656744, 0.10696421850912312, 0.05865809892338192, -0.010286019680393317, -0.02739787556375372, 0.0340743323692576, -0.015419827845106643, -0.033696738864904534, 0.04175941849869116, -0.016879250093064724, 0.04678121324124637, 0.023913185309456665, -0.006100260690534768, 0.04594924432311567, 0.04733816860875485, -0.008090237611753306, 0.018966283012036414, 0.00966017576410931, 0.0038047742683286127, -0.009261693125881237, 0.03659501931645983, -0.014937942770665187, -0.0567710912907712, -0.02271671869461543, -0.05035688690025323, 0.0038218167627220687, -0.08420292577221876, -0.040860430574541924, 0.06974998943141544, 0.05047346323909074, -0.015505582220260699, 0.005487780411947213, 0.011911818720471496, -0.04140523446665284]"
